"eui64,""property_type"",""property_size"",""property_age"",""property_ownership"",""occupants"",""occupant_type"",""space_heating"",""water_heating"",""stove_heating"",""grill_heating"",""oven_heating"",""photo_voltaic"",""fridge"",""freezer"",""combi_fridge_freezer"",""oven"",""grill"",""hob"",""microwave"",""kettle"",""toaster"",""dishwasher"",""washing_machine"",""tumble_dryer"",""iron"",""tv"",""dvd_or_bluray"",""digital_tv_box"",""games_console"",""computer"",""tablet"",""electric_shower"",""ev_charger"",""swimming_pool"",""sauna"",""month"",""year"""
"16174343810166755774,""PT.01"",""PS.04"",""PA.02"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.04"",""STH.02"",""GH.01"",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"","""",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"","""","""",""2"",""1"","""","""","""","""",""2"",""2017"""
"16174343810166755774,""PT.01"",""PS.04"",""PA.02"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.04"",""STH.02"",""GH.01"",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"","""",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"","""","""",""2"",""1"","""","""","""","""",""3"",""2017"""
"16174343810166755774,""PT.01"",""PS.04"",""PA.02"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.04"",""STH.02"",""GH.01"",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"","""",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"","""","""",""2"",""1"","""","""","""","""",""7"",""2017"""
"16174343810166755774,""PT.01"",""PS.04"",""PA.02"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.04"",""STH.02"",""GH.01"",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"","""",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"","""","""",""2"",""1"","""","""","""","""",""8"",""2017"""
"16174343810166755774,""PT.01"",""PS.04"",""PA.02"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.04"",""STH.02"",""GH.01"",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"","""",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"","""","""",""2"",""1"","""","""","""","""",""9"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""1"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""12"",""2016"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""2"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""3"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""4"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""5"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""6"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""7"",""2017"""
"16174343810166755777,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.02"",""OT.02"",""SH.05"",""WH.02"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""2"",""0"",""0"",""0"",""8"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""1"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""10"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""11"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""12"",""2016"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""2"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""3"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""4"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""5"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""6"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""7"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""8"",""2017"""
"16174343810166755778,""PT.01"",""PS.03"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""9"",""2017"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""1"",""2017"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""10"",""2017"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""12"",""2016"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""2"",""2017"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""3"",""2017"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""4"",""2017"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""5"",""2017"""
"16174343810166755779,""PT.06"",""PS.02"",""PA.03"",""OWN.02"",""OCC.03"",""OT.04"",""SH.01"",""WH.02"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"","""","""",""1"","""",""1"","""","""","""",""6"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"","""",""OH.02"",""SOL.02"",""0"",""1"","""",""1"","""",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""","""",""2"",""3"","""","""","""","""",""12"",""2016"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""1"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""2"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""3"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""4"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""5"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""6"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""7"",""2017"""
"16174343810166755791,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.03"",""OT.05"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""0"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"","""","""","""","""",""8"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""1"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""10"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""11"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""12"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""2"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""3"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""4"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""5"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""6"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""7"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""8"",""2017"""
"16174343810166755792,""PT.06"",""PS.01"",""PA.04"",""OWN.02"",""OCC.01"",""OT.02"",""SH.01"",""WH.05"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""",""9"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""1"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""10"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""11"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""12"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""2"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""3"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""4"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""5"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""6"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""7"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""8"",""2017"""
"16174343810166755798,""PT.01"",""PS.04"",""PA.03"",""OWN.01"",""OCC.04"",""OT.04"",""SH.01"",""WH.01"",""STH.02"",""GH.02"",""OH.02"",""SOL.02"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""3"",""4"",""0"",""0"",""0"",""0"",""9"",""2017"""
"16174343810166755807,""PT.04"",""PS.02"",""PA.02"",""OWN.01"",""OCC.03"",""OT.06"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""10"",""2017"""
"16174343810166755807,""PT.04"",""PS.02"",""PA.02"",""OWN.01"",""OCC.03"",""OT.06"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""11"",""2017"""
"16174343810166755807,""PT.04"",""PS.02"",""PA.02"",""OWN.01"",""OCC.03"",""OT.06"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""12"",""2017"""
"16174343810166755807,""PT.04"",""PS.02"",""PA.02"",""OWN.01"",""OCC.03"",""OT.06"",""SH.01"",""WH.01"",""STH.02"",""GH.00"",""OH.02"",""SOL.02"",""1"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""2"",""2017"""
